date,value
2016-05-16,997.5794644062095
2016-05-17,988.272140923755
2016-05-18,988.557838476483
2016-05-19,985.1325234325461
2016-05-20,991.3557392869778
2016-05-23,990.0051690377182
2016-05-24,1002.8381327296843
2016-05-25,1009.6403826615701
2016-05-26,1009.9296450678971
2016-05-27,1014.2716367516031
2016-05-31,1012.3420324248893
2016-06-01,1014.4162679547666
2016-06-02,1017.5039404363885
2016-06-03,1014.4646481107544
2016-06-06,1019.6265561222535
2016-06-07,1021.2185178866524
2016-06-08,1024.5475818834136
2016-06-09,1023.1486314781661
2016-06-10,1013.4517204238098
2016-06-13,1005.6324686865802
2016-06-14,1003.6580490574777
2016-06-15,1002.2590986522303
2016-06-16,1005.2428811146782
2016-06-17,1001.5089516020194
2016-06-20,1007.9587902923938
2016-06-21,1010.8198399380728
2016-06-22,1009.1708405160883
2016-06-23,1022.3129279415766
2016-06-24,985.0693745973621
2016-06-27,967.950438349676
2016-06-28,985.407017159677
2016-06-29,1002.1878015802482
2016-06-30,1015.839153805608
2016-07-01,1018.0009828810632
2016-07-05,1010.6741902053096
2016-07-06,1016.735969118182
2016-07-07,1016.0861472335457
2016-07-08,1031.236265764928
2016-07-11,1034.8729257008115
2016-07-12,1042.3896741469173
2016-07-13,1042.2445336789538
2016-07-14,1048.0633932822875
2016-07-15,1046.657313169842
2016-07-18,1049.465908541134
2016-07-19,1048.403072903802
2016-07-20,1052.7435367931082
2016-07-21,1048.7666879709102
2016-07-22,1053.4952116377187
2016-07-25,1050.63365272724
2016-07-26,1051.1189820815175
2016-07-27,1050.0031829049988
2016-07-28,1051.215742393493
2016-07-29,1052.9131219714654
2016-08-01,1052.0402421044853
2016-08-02,1045.295539094985
2016-08-03,1048.3546927478142
2016-08-04,1049.4684548651335
2016-08-05,1058.05364086137
2016-08-08,1057.4231710391289
2016-08-09,1058.05364086137
2016-08-10,1055.43500126043
2016-08-11,1060.3326008407955
2016-08-12,1059.4113408178277
2016-08-15,1062.466420352258
2016-08-16,1056.986731105639
2016-08-17,1058.9749008843378
2016-08-18,1061.351130440539
2016-08-19,1059.79940059533
2016-08-22,1059.7510204393423
2016-08-23,1061.8843306860047
2016-08-24,1056.4530215953732
2016-08-25,1055.7257914611566
2016-08-26,1053.7376216824575
2016-08-29,1058.930085581949
2016-08-30,1057.1807609943899
2016-08-31,1054.1740616159477
2016-09-01,1054.2224417719353
2016-09-02,1058.9749008843378
2016-09-06,1062.1791950051304
2016-09-07,1062.0783605747556
2016-09-08,1059.6537508625668
2016-09-09,1034.291345299358
2016-09-12,1049.1303030380186
2016-09-13,1034.0489352546192
2016-09-14,1033.660875477117
2016-09-15,1043.990293412914
2016-09-16,1039.954369873931
2016-09-19,1040.1494182922818
2016-09-20,1040.1983077130694
2016-09-21,1051.8956109013218
2016-09-22,1058.5242015364513
2016-09-23,1052.724184730713
2016-09-26,1044.1950178624625
2016-09-27,1050.6769402352288
2016-09-28,1055.8923210507146
2016-09-29,1046.339531934722
2016-09-30,1054.2351733919322
2016-10-03,1051.700562482971
2016-10-04,1046.339531934722
2016-10-05,1050.969767495155
2016-10-06,1051.700562482971
2016-10-07,1048.0939491702798
2016-10-10,1053.5527585601042
2016-10-11,1040.2466878690573
2016-10-12,1041.6115175327134
2016-10-13,1038.1999526383731
2016-10-14,1038.736208472638
2016-10-17,1035.129085895147
2016-10-18,1041.6115175327134
2016-10-19,1044.3895570160132
2016-10-20,1042.4400913621046
2016-10-21,1042.9274577755816
2016-10-24,1047.362644917664
2016-10-25,1043.8538104465483
2016-10-26,1041.7576765302765
2016-10-27,1038.9796370469767
2016-10-28,1035.9092795685503
2016-10-31,1035.9576597245382
2016-11-01,1028.4521151040294
2016-11-02,1022.2620014615894
2016-11-03,1017.5828764803686
2016-11-04,1016.4619846558511
2016-11-07,1038.8823674702012
2016-11-08,1043.560983186622
2016-11-09,1054.621196110235
2016-11-10,1057.2571507143707
2016-11-11,1054.819809382185
2016-11-14,1055.6483832115762
2016-11-15,1063.8857413495002
2016-11-16,1061.887386274804
2016-11-17,1067.3461956646283
2016-11-18,1064.9577437532303
2016-11-21,1073.0000534728035
2016-11-22,1075.0956781242753
2016-11-23,1075.680314114528
2016-11-25,1079.6770242639209
2016-11-28,1074.608311710798
2016-11-29,1076.70393636227
2016-11-30,1074.120945297321
2016-12-01,1070.1731245687158
2016-12-02,1070.708871138181
2016-12-05,1077.1429226197595
2016-12-06,1080.5544875140997
2016-12-07,1094.6891320345378
2016-12-08,1097.3693926762624
2016-12-09,1103.997983311392
2016-12-12,1102.7309324893113
2016-12-13,1110.0903181122567
2016-12-14,1100.9276258329658
2016-12-15,1105.4600825518235
2016-12-16,1103.2977442115684
2016-12-19,1105.699946272563
2016-12-20,1109.9650389714882
2016-12-21,1106.8763479602667
2016-12-22,1104.9645679015484
2016-12-23,1106.5825021707406
2016-12-27,1109.3279487068487
2016-12-28,1100.160163779559
2016-12-29,1099.914698146021
2016-12-30,1095.894561815834
2017-01-03,1104.2780789513215
2017-01-04,1110.847594869666
2017-01-05,1109.9650389714882
2017-01-06,1113.9362858808875
2017-01-09,1110.2593940258141
2017-01-10,1110.2593940258141
2017-01-11,1113.3969744578235
2017-01-12,1110.6026385009277
2017-01-13,1113.152018089085
2017-01-17,1109.2296606004736
2017-01-18,1111.6812613470559
2017-01-19,1107.5628369104936
2017-01-20,1111.6323719262682
2017-01-23,1108.739747862997
2017-01-24,1115.8485752044057
2017-01-25,1125.5067821339717
2017-01-26,1124.3298711814684
2017-01-27,1122.565268649913
2017-01-30,1115.6031095708674
2017-01-31,1115.5053307292922
2017-02-01,1115.9463540459808
2017-02-02,1116.6817324169956
2017-02-03,1124.3792698670559
2017-02-06,1122.3692017019623
2017-02-07,1122.41809112275
2017-02-08,1123.8888478647796
2017-02-09,1130.5566518894993
2017-02-10,1135.017811536375
2017-02-13,1141.1951935588183
2017-02-14,1145.7546413120692
2017-02-15,1151.735956386562
2017-02-16,1150.755621646809
2017-02-17,1152.569622863952
2017-02-21,1159.4334938366223
2017-02-22,1158.4037604112816
2017-02-23,1159.188028203084
2017-02-24,1160.6587849451134
2017-02-27,1162.4727861622564
2017-02-28,1159.335205730247
2017-03-01,1175.5629285781574
2017-03-02,1168.160255447223
2017-03-03,1168.8956338182377
2017-03-06,1165.414299646315
2017-03-07,1161.9334747391922
2017-03-08,1159.776229046936
2017-03-09,1161.247495053765
2017-03-10,1165.3165208047396
2017-03-13,1165.9047216485915
2017-03-14,1161.4435620017157
2017-03-15,1171.493902827183
2017-03-16,1169.1894796077636
2017-03-17,1167.136633199481
2017-03-20,1165.8563414926036
2017-03-21,1150.8875212299758
2017-03-22,1153.5957914356934
2017-03-23,1152.3648984144036
2017-03-24,1151.5276670834144
2017-03-27,1150.3456634829124
2017-03-28,1158.716448998403
2017-03-29,1159.8001644925298
2017-03-30,1163.4928435563993
2017-03-31,1160.7845733506817
2017-04-03,1158.7658476839904
2017-04-04,1159.5042816438042
2017-04-05,1156.0575774782728
2017-04-06,1159.307705431054
2017-04-07,1158.1257018305519
2017-04-10,1158.8152463695778
2017-04-11,1157.4366665563255
2017-04-12,1152.3648984144036
2017-04-13,1144.8802336506897
2017-04-17,1155.0237699345334
2017-04-18,1151.577065769002
2017-04-19,1149.4595427311356
2017-04-20,1158.8152463695778
2017-04-21,1155.1220580409085
2017-04-24,1167.8261777385073
2017-04-25,1174.6212979631948
2017-04-26,1173.882864003381
2017-04-27,1174.867272861533
2017-04-28,1172.307198712578
2017-05-01,1175.2614438166336
2017-05-02,1175.7045041925219
2017-05-03,1174.2765256936816
2017-05-04,1175.6551055069342
2017-05-05,1180.283813272968
2017-05-08,1180.0867277954176
2017-05-09,1179.0035215660905
2017-05-10,1181.121044603957
2017-05-11,1178.708147982165
2017-05-12,1176.7383117362615
2017-05-15,1183.2380583770234
2017-05-16,1182.1548521476964
2017-05-17,1161.1787443057824
2017-05-18,1165.8563414926036
2017-05-19,1173.4392943626926
2017-05-22,1179.3976925211912
2017-05-23,1182.0071653557336
2017-05-24,1184.7648342470386
2017-05-25,1190.4273495568116
2017-05-26,1190.180865393674
2017-05-30,1189.1470578499343
2017-05-31,1188.8516842660088
2017-06-01,1198.3056760108263
2017-06-02,1202.2942379234214
2017-06-05,1201.4076079068448
2017-06-06,1197.5672420510125
2017-06-07,1199.783053195254
2017-06-08,1200.3738003631051
2017-06-09,1198.5516509091644
2017-06-12,1198.3056760108263
2017-06-13,1204.1652767981498
2017-06-14,1202.6390101929344
2017-06-15,1200.3244016775177
2017-06-16,1200.5866730494515
2017-06-19,1210.5820132765327
2017-06-20,1202.4174800049902
2017-06-21,1202.120578626665
2017-06-22,1201.576683820402
2017-06-23,1203.0112827616406
2017-06-26,1203.803189525441
2017-06-27,1194.104750676685
2017-06-28,1204.7926910315916
2017-06-29,1194.20405731266
2017-06-30,1196.430563017699
2017-07-03,1198.4589647155876
2017-07-05,1201.2298744916895
2017-07-06,1190.2455420232575
2017-07-07,1197.9644685949124
2017-07-10,1199.2508714793883
2017-07-11,1198.3601673444127
2017-07-12,1207.3654968005433
2017-07-13,1209.394407763232
2017-07-14,1215.0350246866105
2017-07-17,1214.886828629848
2017-07-18,1215.5300300720858
2017-07-19,1222.1107498160275
2017-07-20,1222.6551538870904
2017-07-21,1221.5663457449646
2017-07-24,1221.2694443666396
2017-07-25,1224.2384581498914
2017-07-26,1224.2878568354788
2017-07-27,1223.1496500077656
2017-07-28,1221.7150510665272
2017-07-31,1221.021941673902
2017-08-01,1223.7434527644161
2017-08-02,1224.3372555210665
2017-08-03,1221.962044494465
2017-08-04,1224.1890594643037
2017-08-07,1226.4649638549301
2017-08-08,1223.4465513860907
2017-08-09,1223.3971527005033
2017-08-10,1206.128492601655
2017-08-11,1207.9099008716062
2017-08-14,1219.8842441109884
2017-08-15,1219.735538789426
2017-08-16,1221.8632471232897
2017-08-17,1202.8136880192903
2017-08-18,1200.9329731133644
2017-08-21,1201.8735851987274
2017-08-22,1214.4412219299602
2017-08-23,1210.0870078910575
2017-08-24,1207.2666994293681
2017-08-25,1210.0870078910575
2017-08-28,1210.136406576645
2017-08-29,1211.5221160970957
2017-08-30,1217.2615303916496
2017-08-31,1224.584758213804
2017-09-01,1226.3167677981676
2017-09-05,1217.509033084387
2017-09-06,1221.6656523809397
2017-09-07,1221.5169470593771
2017-09-08,1220.0818388533387
2017-09-11,1233.0950822844593
2017-09-12,1237.251701581012
2017-09-13,1237.8455043376623
2017-09-14,1237.449805588162
2017-09-15,1239.1140829541428
2017-09-18,1241.7495282934785
2017-09-19,1242.9926436699652
2017-09-20,1243.4397781642526
2017-09-21,1240.108167843492
2017-09-22,1240.3571983306294
2017-09-25,1237.8210596272684
2017-09-26,1238.5671325590804
2017-09-27,1243.390379478665
2017-09-28,1244.8820160774892
2017-09-29,1249.2581285027863
2017-10-02,1254.6782337678205
2017-10-03,1257.3630777927438
2017-10-04,1258.854714391568
2017-10-05,1266.3139159152884
2017-10-06,1264.8716780020516
2017-10-09,1262.783183057778
2017-10-10,1266.1147933785385
2017-10-11,1268.1039816868372
2017-10-12,1266.2146092793132
2017-10-13,1267.755644563725
2017-10-16,1269.4464036992988
2017-10-17,1270.3416912174732
2017-10-18,1271.5848065939601
2017-10-19,1271.9326344522724
2017-10-20,1278.4965484578183
2017-10-23,1273.5240869518714
2017-10-24,1275.7617964825074
2017-10-25,1269.4464036992988
2017-10-26,1271.0872548844854
2017-10-27,1281.4803309202664
2017-10-30,1276.7064826862693
2017-10-31,1278.695670994568
2017-11-01,1280.385920865342
2017-11-02,1280.8834725748168
2017-11-03,1285.159769099339
2017-11-06,1287.148957407638
2017-11-07,1286.2536698894635
2017-11-08,1288.4414714697123
2017-11-09,1283.76743913649
2017-11-10,1283.3697033277901
2017-11-13,1284.5629107538896
2017-11-14,1281.5796375562413
2017-11-15,1275.1649381370578
2017-11-16,1286.005148667126
2017-11-17,1282.2258945872784
2017-11-20,1284.413696167527
2017-11-21,1292.8175838950094
2017-11-22,1291.6737751544974
2017-11-24,1294.6575576169457
2017-11-27,1294.0107913211086
2017-11-28,1307.1386193322003
2017-11-29,1306.3431477148008
2017-11-30,1317.7797073255188
2017-12-01,1315.044955350208
2017-12-04,1313.453502850609
2017-12-05,1308.7295625669997
2017-12-06,1308.9785930541368
2017-12-07,1313.1056749922966
2017-12-08,1320.2659380784921
2017-12-11,1324.2443146950898
2017-12-12,1326.581330861701
2017-12-13,1326.4321162753383
2017-12-14,1321.0120110103041
2017-12-15,1331.9449077339493
2017-12-18,1340.3910644398206
2017-12-19,1335.2434158427182
2017-12-20,1334.5436860076943
2017-12-21,1337.2926973974015
2017-12-22,1336.9428324798896
2017-12-26,1335.3437410082927
2017-12-27,1335.9930536281292
2017-12-28,1338.7420650178365
2017-12-29,1333.6942323215083
2018-01-02,1343.239891730303
2018-01-03,1351.7359563865618
2018-01-04,1357.4336109675262
2018-01-05,1366.4791723428464
2018-01-08,1368.9781347158169
2018-01-09,1372.0770110230358
2018-01-10,1369.977821517965
2018-01-11,1379.973161745046
2018-01-12,1388.9693244347789
2018-01-16,1384.2214487055755
2018-01-17,1397.4154811406506
2018-01-18,1395.0662426188426
2018-01-19,1401.413719084443
2018-01-22,1412.8085189815715
2018-01-23,1415.807070123216
2018-01-24,1415.2570641393545
2018-01-25,1415.8569780736032
2018-01-26,1432.2497027166723
2018-01-29,1422.7539512582653
2018-01-30,1408.160459153143
2018-01-31,1408.8601889881666
2018-02-01,1407.2610975165696
2018-02-02,1376.6247456858898
2018-02-05,1319.0508322659987
2018-02-06,1345.0391242682495
2018-02-07,1337.7423782156884
2018-02-08,1287.565026749133
2018-02-09,1306.906394583459
2018-02-12,1326.0975293018228
2018-02-13,1329.3960374105914
2018-02-14,1347.33794557487
2018-02-15,1364.5302159537375
2018-02-16,1364.929988821637
2018-02-20,1356.3840162149907
2018-02-21,1349.6372761462908
2018-02-22,1351.3860914690501
2018-02-23,1372.9264647092218
2018-02-26,1388.8689992692043
2018-02-27,1371.5270050391744
2018-02-28,1357.6332427690759
2018-03-01,1337.8926113316504
2018-03-02,1344.7890752515125
2018-03-05,1360.3323462083956
2018-03-06,1363.7805781683264
2018-03-07,1363.2809893996525
2018-03-08,1369.8780056171902
2018-03-09,1393.7172001639824
2018-03-12,1391.9678755764232
2018-03-13,1382.9717128866905
2018-03-14,1375.8751079004787
2018-03-15,1374.3758323296568
2018-03-16,1375.8644133396815
2018-03-19,1357.2487478451726
2018-03-20,1359.5567359181912
2018-03-21,1356.9477723484483
2018-03-22,1323.0276810881962
2018-03-23,1294.8281613249028
2018-03-26,1330.2531300687756
2018-03-27,1307.6234394216783
2018-03-28,1303.759647385052
2018-03-29,1320.4187175184538
2018-04-02,1291.917712993636
2018-04-03,1308.4764579614632
2018-04-04,1322.4756380451354
2018-04-05,1332.9125108537055
2018-04-06,1303.207604341991
2018-04-09,1309.6304519979724
2018-04-10,1330.453780399925
2018-04-11,1323.4793989656825
2018-04-12,1334.3679896517388
2018-04-13,1330.453780399925
2018-04-16,1341.3927883011684
2018-04-17,1355.743361096752
2018-04-18,1356.747122017299
2018-04-19,1349.220188275196
2018-04-20,1337.7800638108786
2018-04-23,1337.5794134797293
2018-04-24,1319.5656989786687
2018-04-25,1322.827030757047
2018-04-26,1336.274677062458
2018-04-27,1337.5289962645422
2018-04-30,1327.2428658367342
2018-05-01,1329.60076186014
2018-05-02,1320.6692757999906
2018-05-03,1317.7593367335242
2018-05-04,1334.8191982644248
2018-05-07,1339.3353585096868
2018-05-08,1339.3353585096868
2018-05-09,1352.2813789872243
2018-05-10,1364.9259147032378
2018-05-11,1369.0906822365885
2018-05-14,1369.7430504452243
2018-05-15,1360.3094292924013
2018-05-16,1366.0300007893597
2018-05-17,1364.8754974880508
2018-05-18,1361.4634233289105
2018-05-21,1371.6996458063309
2018-05-22,1367.8862709848918
2018-05-23,1371.6497378559436
2018-05-24,1368.8396146902517
2018-05-25,1365.5782829118737
2018-05-29,1349.8725564838314
2018-05-30,1367.8862709848918
2018-05-31,1359.5068279678035
2018-06-01,1372.85414910764
2018-06-04,1379.3768126643963
2018-06-05,1380.3805735849435
2018-06-06,1391.921532479635
2018-06-07,1391.7707900988732
2018-06-08,1395.8851404170362
2018-06-11,1397.7419198773682
2018-06-12,1399.5482821225132
2018-06-13,1395.0825390924385
2018-06-14,1398.5949384171533
2018-06-15,1396.8089467640034
2018-06-18,1393.9356747631275
2018-06-19,1388.5934870124736
2018-06-20,1390.9620775966769
2018-06-21,1382.2424456932742
2018-06-22,1384.7627971878392
2018-06-25,1365.9118513557894
2018-06-26,1368.9363750022274
2018-06-27,1357.5955571738853
2018-06-28,1365.357771253529
2018-06-29,1367.323533381034
2018-07-02,1370.246713332297
2018-07-03,1365.4081884687166
2018-07-05,1376.5468281715093
2018-07-06,1388.1901492909756
2018-07-09,1400.6900538038255
2018-07-10,1405.7302475281551
2018-07-11,1395.4481912187464
2018-07-12,1408.0988381123584
2018-07-13,1409.2080168464788
2018-07-16,1407.9480957315964
2018-07-17,1413.6432039885613
2018-07-18,1416.6173104198117
2018-07-19,1411.2746134043582
2018-07-20,1409.6617717831643
2018-07-23,1412.2824484433042
2018-07-24,1419.389238725513
2018-07-25,1431.485805516865
2018-07-26,1428.1088706289158
2018-07-27,1418.4318209017545
2018-07-30,1411.0225273284216
2018-07-31,1417.978065965069
2018-08-01,1415.6089661160656
2018-08-02,1423.3207629805227
2018-08-03,1429.4192089589858
2018-08-06,1434.6610715440647
2018-08-07,1439.3992712420707
2018-08-08,1438.794264659823
2018-08-09,1436.8285025323187
2018-08-10,1427.2018700203444
2018-08-13,1421.8591730048906
2018-08-14,1430.9317254146044
2018-08-15,1420.2463313836975
2018-08-16,1431.7378915928014
2018-08-17,1436.7780853171312
2018-08-20,1439.8525169139566
2018-08-21,1443.2299610667053
2018-08-22,1442.3728684085213
2018-08-23,1440.457523496204
2018-08-24,1449.1267381844195
2018-08-27,1460.568390443136
2018-08-28,1461.2737221909583
2018-08-29,1469.1367707009767
2018-08-30,1463.1890671032756
2018-08-31,1463.239484318463
2018-09-04,1460.7196420886978
2018-09-05,1456.7881178336886
2018-09-06,1452.4028386419939
2018-09-07,1449.5804931211048
2018-09-10,1452.10033535087
2018-09-11,1456.8889522640634
2018-09-12,1457.2418727703744
2018-09-13,1465.8606702434024
2018-09-14,1466.1127563193388
2018-09-17,1458.350542239695
2018-09-18,1466.263498700101
2018-09-19,1467.826432370907
2018-09-20,1479.7213303015094
2018-09-21,1478.3671951986507
2018-09-24,1473.4558454686883
2018-09-25,1472.088978745833
2018-09-26,1467.684347491743
2018-09-27,1471.7854569251094
2018-09-28,1471.937217835471
2018-10-01,1477.0507456909827
2018-10-02,1476.1900881791994
2018-10-03,1477.0003284757952
2018-10-04,1465.4563139923043
2018-10-05,1457.2540951255712
2018-10-08,1457.2540951255712
2018-10-09,1455.1279145861072
2018-10-10,1409.0537096121177
2018-10-11,1378.017075648739
2018-10-12,1397.155756092716
2018-10-15,1389.3079855266938
2018-10-16,1419.6861401038384
2018-10-17,1419.9392447093746
2018-10-18,1399.433697542542
2018-10-19,1398.6743837259335
2018-10-22,1392.3961672731155
2018-10-23,1385.3077105237016
2018-10-24,1343.3351242478789
2018-10-25,1367.4350623722057
2018-10-26,1343.3855414630661
2018-10-29,1335.9431456777418
2018-10-30,1355.739796243153
2018-10-31,1370.2202315627037
2018-11-01,1384.8015013126292
2018-11-02,1376.5992824458963
2018-11-05,1384.1939484063823
2018-11-06,1392.953302964175
2018-11-07,1422.77483111506
2018-11-08,1420.1923493149109
2018-11-09,1406.3194669016068
2018-11-12,1380.0424217578284
2018-11-13,1377.4599399576794
2018-11-14,1368.0426152784526
2018-11-15,1382.3208724724543
2018-11-16,1385.9152634299487
2018-11-19,1362.4732954270562
2018-11-20,1337.2595951854098
2018-11-21,1341.8159873498616
2018-11-23,1332.85445466652
2018-11-26,1354.3724202554974
2018-11-27,1358.9293216847493
2018-11-28,1390.219060253664
2018-11-29,1387.1812957224297
2018-11-30,1395.636619194699
2018-12-03,1414.1168202524418
2018-12-04,1368.2962291487886
2018-12-06,1366.219956559712
2018-12-07,1334.4744259949118
2018-12-10,1337.0059813150738
2018-12-11,1337.3100124005973
2018-12-12,1344.0440208493003
2018-12-13,1343.588228853415
2018-12-14,1318.7793941276668
2018-12-17,1292.906705234987
2018-12-18,1291.4889120321443
2018-12-19,1272.1480534626182
2018-12-20,1251.4403281702364
2018-12-21,1225.8003732910977
2018-12-24,1193.4111320192599
2018-12-26,1253.7080843240649
2018-12-27,1263.3331890416393
2018-12-28,1261.7035416820502
2018-12-31,1272.7545878392652
2019-01-02,1274.0786763189317
2019-01-03,1243.675567766593
2019-01-04,1285.3334283960953
2019-01-07,1295.4677979135415
2019-01-08,1307.6392266304742
2019-01-09,1313.7504042289345
2019-01-10,1318.3847139077664
2019-01-11,1318.893978707638
2019-01-13,1318.893978707638
