date,AMGN,AXP,FL,GGG,JBLU,V,TRP,COT,
2016-06-08,1.20E+11,63808380000,7617584000,486773176.1,6226155000,1.96E+11,30370000000,2009000000,
2016-06-09,1.19E+11,63278730000,7668570000,483850867.1,6253299000,1.95E+11,30470000000,2022000000,
2016-06-10,1.18E+11,62566110000,7674082000,477350220.7,6137937000,1.93E+11,30070000000,1970000000,
2016-06-13,1.16E+11,61314210000,7581756000,474606828.6,5873283000,1.88E+11,30070000000,1941000000,
2016-06-14,1.16E+11,58810410000,7529392000,475501413,5690061000,1.89E+11,30120000000,1926000000,
2016-06-15,1.15E+11,59147460000,7474272000,472996576.7,5652738000,1.88E+11,29970000000,1960000000,
2016-06-16,1.16E+11,59638590000,7344740000,470909213.2,5588271000,1.88E+11,30070000000,1936000000,
2016-06-17,1.14E+11,59571180000,7392970000,473771883.2,5530590000,1.85E+11,30450000000,1937000000,
2016-06-20,1.14E+11,59994900000,7402616000,483671950.2,5533983000,1.86E+11,30750000000,1946000000,
2016-06-21,1.14E+11,59985270000,7435688000,480272529.6,5544162000,1.86E+11,31340000000,1938000000,
2016-06-22,1.14E+11,59657850000,7379190000,481346030.9,5496660000,1.84E+11,31230000000,1870000000,
2016-06-23,1.16E+11,60909750000,7322692000,492259960.2,5527197000,1.88E+11,31560000000,1876000000,
2016-06-24,1.11E+11,57837780000,7318558000,464084666.3,5245578000,1.80E+11,30950000000,1742000000,
2016-06-27,1.10E+11,55536210000,7136662000,449050431.5,5140395000,1.76E+11,30740000000,1625000000,
2016-06-28,1.13E+11,55757700000,7190404000,454081808.9,5337189000,1.80E+11,30750000000,1742000000,
2016-06-29,1.14E+11,57423690000,7590024000,463186206.1,5567913000,1.84E+11,31370000000,1703000000,
2016-06-30,1.15E+11,57175160000,7559708000,473129166.1,5655240000,1.77E+11,31790000000,1713000000,
2016-07-01,1.17E+11,57109290000,7567976000,469774914.5,5682560000,1.78E+11,32290000000,1713000000,
2016-07-05,1.17E+11,55660150000,7566598000,463485692.8,5621090000,1.78E+11,32390000000,1947000000,
2016-07-06,1.18E+11,55970680000,7696130000,459292878.3,5600600000,1.77E+11,32770000000,1971000000,
2016-07-07,1.18E+11,56281210000,7627230000,464803434.5,5685975000,1.78E+11,32490000000,1989000000,
2016-07-08,1.22E+11,57862090000,7911098000,476303725.7,5843065000,1.82E+11,32500000000,1977000000,
2016-07-11,1.21E+11,58492560000,8007558000,481934076.6,5887460000,1.83E+11,32280000000,1969000000,
2016-07-12,1.22E+11,59283000000,8043386000,483850791.7,6150415000,1.85E+11,32510000000,2051000000,
2016-07-13,1.21E+11,59377100000,7986888000,481095513.7,6218715000,1.85E+11,32880000000,2033000000,
2016-07-14,1.23E+11,59857010000,7953816000,482772639.5,6341655000,1.86E+11,33100000000,2013000000,
2016-07-15,1.23E+11,60016980000,7944170000,483133501,6365560000,1.87E+11,33220000000,2006000000,
2016-07-18,1.23E+11,60214590000,8104018000,481028475.2,6321165000,1.87E+11,32820000000,1999000000,
2016-07-19,1.23E+11,60374560000,8053032000,479043736.5,6246035000,1.88E+11,32700000000,1985000000,
2016-07-20,1.23E+11,60675680000,8036496000,482832783,6191395000,1.89E+11,32460000000,1974000000,
2016-07-21,1.24E+11,59687630000,8077836000,441273558.7,5942100000,1.88E+11,32460000000,1956000000,
2016-07-22,1.25E+11,60487480000,8155004000,443739446.1,6003570000,1.91E+11,36630000000,1965000000,
2016-07-25,1.26E+11,60534530000,8161894000,447107487.4,5901120000,1.88E+11,36520000000,1963000000,
2016-07-26,1.27E+11,60572170000,8197722000,449994380,6375805000,1.87E+11,36420000000,1956000000,
2016-07-27,1.29E+11,60779190000,8212880000,447528492.6,6338240000,1.87E+11,36090000000,1969000000,
2016-07-28,1.29E+11,60967390000,8167406000,440912697.1,6389465000,1.89E+11,36700000000,2025000000,
2016-07-29,1.30E+11,60656860000,8215636000,445122748.8,6259695000,1.86E+11,37080000000,2058000000,
2016-07-31,1.30E+11,60656860000,8078510000,445122748.8,6259695000,1.86E+11,37080000000,2058000000,
2016-08-01,1.32E+11,60346330000,8105610000,443679302.5,6215300000,1.87E+11,36580000000,2025000000,
2016-08-02,1.32E+11,59725270000,7888810000,440010543.2,5808915000,1.87E+11,37030000000,2039000000,
2016-08-03,1.31E+11,60064030000,7934880000,440491692,5771350000,1.88E+11,36960000000,1991000000,
2016-08-04,1.31E+11,60167540000,7899650000,441393845.9,5815745000,1.90E+11,37200000000,2189000000,
2016-08-05,1.31E+11,61654320000,7966045000,444641600,5894290000,1.91E+11,37010000000,2297000000,
2016-08-08,1.30E+11,61946030000,7987725000,444822030.8,5856725000,1.91E+11,37530000000,2291000000,
2016-08-09,1.30E+11,61531990000,7909135000,443559015.3,5805500000,1.91E+11,37700000000,2356000000,
2016-08-10,1.29E+11,60920340000,7918620000,442055425.4,5849895000,1.90E+11,37580000000,2351000000,
2016-08-11,1.30E+11,61616680000,8177425000,445303179.6,5829405000,1.91E+11,38160000000,2342000000,
2016-08-12,1.31E+11,61522580000,8284470000,443077866.6,5767935000,1.91E+11,38290000000,2330000000,
2016-08-15,1.32E+11,61757830000,8289890000,444641600,5822575000,1.93E+11,38540000000,2351000000,
2016-08-16,1.30E+11,61447300000,8250595000,441032984.3,5740615000,1.93E+11,38210000000,2313000000,
2016-08-17,1.32E+11,61804880000,8184200000,441574276.7,5706465000,1.93E+11,37980000000,2311000000,
2016-08-18,1.32E+11,61757830000,8357640000,443859733.3,5685975000,1.92E+11,38270000000,2363000000,
2016-08-19,1.31E+11,61663730000,9280395000,449092226.1,5518640000,1.92E+11,38110000000,2333000000,
2016-08-22,1.32E+11,61503760000,9247875000,450776246.8,5481075000,1.93E+11,38120000000,2306000000,
2016-08-23,1.32E+11,61804880000,9273620000,454625436.9,5450340000,1.93E+11,37940000000,2260000000,
2016-08-24,1.29E+11,61315560000,9243810000,450054523.6,5501565000,1.92E+11,37410000000,2229000000,
2016-08-25,1.29E+11,61165000000,9066305000,451618257.1,5467415000,1.92E+11,37340000000,2209000000,
2016-08-26,1.30E+11,60967390000,9016170000,452760985.4,5399115000,1.92E+11,37000000000,2211000000,
2016-08-29,1.30E+11,61654320000,9002620000,454324718.9,5382040000,1.93E+11,36980000000,2207000000,
2016-08-30,1.29E+11,61588450000,8888800000,450174810.8,5494735000,1.94E+11,36560000000,2215000000,
2016-08-31,1.29E+11,61710780000,8894220000,443077866.6,5446925000,1.93E+11,36360000000,2197000000,
2016-09-01,1.29E+11,61033260000,8879315000,440311261.2,5399115000,1.94E+11,36940000000,2206000000,
2016-09-02,1.28E+11,61343790000,8943000000,451497969.9,5412775000,1.96E+11,37350000000,2258000000,
2016-09-06,1.29E+11,61880160000,8941645000,447528492.6,5556205000,1.97E+11,36980000000,2235000000,
2016-09-07,1.29E+11,62284790000,9001265000,449573374.8,5713295000,1.99E+11,37170000000,2175000000,
2016-09-08,1.29E+11,62331840000,8929450000,441694563.9,5720125000,1.98E+11,37780000000,2131000000,
2016-09-09,1.26E+11,61277920000,8751945000,431410009.1,5539130000,1.94E+11,37360000000,2084000000,
2016-09-12,1.30E+11,62011900000,8857635000,442476430.6,5730370000,1.98E+11,37730000000,2093000000,
2016-09-13,1.28E+11,60562760000,8769560000,435740347.9,5870385000,1.95E+11,36860000000,2050000000,
2016-09-14,1.29E+11,59734680000,8818340000,438627240.5,5866970000,1.94E+11,36960000000,2032000000,
2016-09-15,1.31E+11,60064030000,8929450000,446987200.2,5986495000,1.96E+11,37420000000,2097000000,
2016-09-16,1.31E+11,59904060000,8956550000,441514133.1,5856725000,1.96E+11,37470000000,2082000000,
2016-09-19,1.30E+11,60280460000,9027010000,444521312.8,5880630000,1.97E+11,37590000000,2053000000,
2016-09-20,1.31E+11,59960520000,8915900000,440010543.2,5887460000,1.97E+11,37510000000,2075000000,
2016-09-21,1.31E+11,60487480000,9013460000,445182892.4,5870385000,1.99E+11,38120000000,2084000000,
2016-09-22,1.33E+11,60816830000,9090695000,456129026.7,5907950000,1.99E+11,38620000000,2102000000,
2016-09-23,1.32E+11,60082850000,9087985000,442693504.9,5897705000,1.97E+11,38240000000,2072000000,
2016-09-26,1.31E+11,59678220000,9157090000,439743820.2,5785010000,1.95E+11,37690000000,2020000000,
2016-09-27,1.30E+11,60487480000,9224840000,441308959,5918195000,1.96E+11,37650000000,2013000000,
2016-09-28,1.28E+11,60431020000,9193675000,446606352.1,5995032500,1.98E+11,38110000000,2033000000,
2016-09-29,1.25E+11,59631170000,9055465000,440345796.7,5856725000,1.95E+11,38080000000,1963000000,
2016-09-30,1.26E+11,59108920000,9176060000,445462596.8,5915044000,2.00E+11,39140000000,1965000000,
2016-10-03,1.26E+11,58896630000,9148960000,444680027.3,6059146000,2.00E+11,39100000000,1923000000,
2016-10-04,1.26E+11,58988930000,9078500000,442813900.2,6117473000,2.00E+11,38650000000,1893000000,
2016-10-05,1.26E+11,59404280000,9212645000,454131058.1,6127766000,2.01E+11,38620000000,1960000000,
2016-10-06,1.26E+11,57170620000,9207225000,451602756.9,6045422000,2.01E+11,38360000000,1929000000,
2016-10-07,1.26E+11,57004480000,9356275000,434145438.9,5966509000,2.00E+11,38110000000,1904000000,
2016-10-10,1.27E+11,57133700000,9331885000,432399707.1,6120904000,2.01E+11,38990000000,1904000000,
2016-10-11,1.24E+11,56173780000,9285815000,421985514,6127766000,1.98E+11,37580000000,1875000000,
2016-10-12,1.23E+11,56016870000,9380665000,423791443.4,6096887000,1.99E+11,37970000000,1922000000,
2016-10-13,1.24E+11,55758430000,9280395000,429931603.5,6251282000,1.98E+11,38060000000,1891000000,
2016-10-14,1.22E+11,55518450000,9293945000,431927347.4,6120904000,1.99E+11,37890000000,1865000000,
2016-10-17,1.22E+11,55287700000,9199095000,434951201.6,6096887000,1.98E+11,38320000000,1865000000,
2016-10-18,1.23E+11,55453840000,9199095000,431685439,6100318000,1.97E+11,38900000000,1908000000,
2016-10-19,1.21E+11,56533750000,9230260000,438216964.3,6258144000,2.00E+11,39210000000,1982000000,
2016-10-20,1.22E+11,61637940000,9216710000,460533009,6381660000,1.99E+11,38790000000,1922000000,
2016-10-21,1.19E+11,62173280000,9204515000,462528752.8,6371367000,1.99E+11,38810000000,1944000000,
2016-10-24,1.20E+11,61924070000,9330530000,458416311,6433125000,2.01E+11,38080000000,1911000000,
2016-10-25,1.19E+11,61601020000,9214000000,453759575.4,6199817000,1.98E+11,37660000000,1898000000,
2016-10-26,1.20E+11,61656400000,9329175000,453820052.4,6021405000,1.97E+11,37770000000,1869000000,
2016-10-27,1.21E+11,61776390000,9045980000,451884785.7,5956216000,1.98E+11,37730000000,1819000000,
2016-10-28,1.09E+11,61333350000,9098825000,451219537.7,5921906000,1.98E+11,36340000000,1818000000,
2016-10-31,1.06E+11,61305660000,8947180000,452973373.2,5997388000,1.99E+11,36220000000,1814000000,
2016-11-01,1.06E+11,61148750000,8817200000,452550033.6,5928768000,1.97E+11,36360000000,1805000000,
2016-11-02,1.04E+11,60410350000,9002120000,450675244,5818976000,1.95E+11,34610000000,1810000000,
2016-11-03,1.02E+11,60299590000,8793080000,450675244,5808683000,1.95E+11,34550000000,1784000000,
2016-11-04,1.02E+11,60465730000,8866780000,454303869.1,5836131000,1.94E+11,34720000000,1777000000,
2016-11-07,1.05E+11,61841000000,9011500000,461561119.4,6124335000,1.99E+11,35080000000,1777000000,
2016-11-08,1.04E+11,61905610000,9039640000,461319211.1,6261575000,2.00E+11,35160000000,1813000000,
2016-11-09,1.10E+11,63447020000,9282180000,473777490.8,6337057000,2.01E+11,36010000000,1825000000,
2016-11-10,1.14E+11,64711530000,9598420000,478918043.1,6587520000,1.98E+11,35890000000,1907000000,
2016-11-11,1.12E+11,65071500000,9585020000,481276649.4,6604675000,1.98E+11,34930000000,1735000000,
2016-11-14,1.10E+11,66843660000,9574300000,492525387.4,6769363000,1.89E+11,34700000000,1687000000,
2016-11-15,1.11E+11,66889810000,9388040000,497121645.9,7012964000,1.90E+11,35380000000,1706000000,
2016-11-16,1.11E+11,66160640000,9342480000,492223002,6934051000,1.93E+11,38540000000,1656000000,
2016-11-17,1.11E+11,66252940000,9560900000,490106304,7115894000,1.96E+11,38660000000,1649000000,
2016-11-18,1.09E+11,65533000000,9618520000,489017716.4,7112463000,1.95E+11,38580000000,1655000000,
2016-11-21,1.10E+11,66031420000,9795400000,488231514.3,7091877000,1.97E+11,39320000000,1658000000,
2016-11-22,1.09E+11,66197560000,9826220000,494400177.1,7109032000,1.93E+11,39290000000,1688000000,
2016-11-23,1.09E+11,67268240000,9941460000,498452141.8,7198238000,1.92E+11,39220000000,1658000000,
2016-11-25,1.10E+11,67249780000,9906620000,501717904.5,7225686000,1.93E+11,39300000000,1648000000,
2016-11-28,1.09E+11,66575990000,9795400000,495549241.7,7067860000,1.91E+11,39180000000,1651000000,
2016-11-29,1.10E+11,65985270000,9706960000,491678708.2,7102170000,1.91E+11,38800000000,1637000000,
2016-11-30,1.08E+11,66492920000,9603780000,491255368.6,6892879000,1.87E+11,38720000000,1571000000,
2016-12-01,1.07E+11,66945190000,9873120000,496456398,6999240000,1.82E+11,38210000000,1522000000,
2016-12-02,1.08E+11,66326780000,9946820000,493976837.5,7181083000,1.83E+11,38160000000,1529000000,
2016-12-05,1.09E+11,66483690000,10192040000,498935958.5,7170790000,1.87E+11,38140000000,1526000000,
2016-12-06,1.09E+11,66742130000,10293880000,503048400.3,7270289000,1.86E+11,38430000000,1439000000,
2016-12-07,1.06E+11,68569670000,10523020000,508430861,7510459000,1.91E+11,39130000000,1490000000,
2016-12-08,1.06E+11,69141930000,10612800000,509761356.9,7489873000,1.91E+11,38920000000,1438000000,
2016-12-09,1.08E+11,69012710000,10465400000,511817577.8,7513890000,1.91E+11,38540000000,1458000000,
2016-12-12,1.10E+11,67914340000,10397060000,510063742.3,7417822000,1.89E+11,38790000000,1458000000,
2016-12-13,1.12E+11,68154320000,10326040000,509458971.4,7730043000,1.91E+11,39840000000,1508000000,
2016-12-14,1.12E+11,68366610000,10229560000,505588438,7599665000,1.91E+11,39180000000,1507000000,
2016-12-15,1.13E+11,69169620000,10218840000,508551815.2,7716319000,1.92E+11,38860000000,1532000000,
2016-12-16,1.12E+11,69225000000,10108960000,502262198.2,7609958000,1.89E+11,39890000000,1573000000,
2016-12-19,1.11E+11,68809650000,10094220000,508793723.5,7723181000,1.89E+11,39730000000,1539000000,
2016-12-20,1.11E+11,69280380000,10131740000,507947044.3,7819249000,1.89E+11,39630000000,1564000000,
2016-12-21,1.10E+11,69520360000,10060720000,504378896.2,7791801000,1.89E+11,39800000000,1593000000,
2016-12-22,1.10E+11,68837340000,9665420000,510003265.2,7613389000,1.88E+11,39950000000,1575000000,
2016-12-23,1.11E+11,69197310000,9614500000,508007521.4,7640837000,1.89E+11,39650000000,1572000000,
2016-12-27,1.12E+11,69206540000,9635940000,510426604.8,7644268000,1.89E+11,39830000000,1587000000,
2016-12-28,1.11E+11,68643510000,9532760000,503834602.5,7558493000,1.89E+11,38860000000,1576000000,
2016-12-29,1.11E+11,68228160000,9499260000,502625060.7,7596234000,1.89E+11,39050000000,1582000000,
2016-12-30,1.10E+11,68375840000,9499260000,13863649590,7692302000,1.88E+11,38990000000,1568000000,
2016-12-31,1.10E+11,69264800000,9499260000,13863649590,7320130000,1.89E+11,38990000000,1568000000,
2017-01-03,1.14E+11,70452250000,9611820000,13910367870,7310335000,1.92E+11,38970000000,1574000000,
2017-01-04,1.15E+11,71303100000,9782000000,14145627780,7395225000,1.94E+11,39360000000,1562000000,
2017-01-05,1.15E+11,70424200000,9617180000,13903693830,7271155000,1.96E+11,39860000000,1605000000,
2017-01-06,1.18E+11,70564450000,9485860000,14070544830,7127495000,1.99E+11,39710000000,1592000000,
2017-01-09,1.20E+11,70929100000,9496580000,14033837610,7199325000,1.98E+11,39790000000,1527000000,
2017-01-10,1.20E+11,71667750000,9505960000,14225716260,7349515000,1.97E+11,39530000000,1538000000,
2017-01-11,1.18E+11,71910850000,9429580000,14332500900,7437670000,1.98E+11,39850000000,1513000000,
2017-01-12,1.17E+11,71882800000,9426900000,14247406890,7124230000,1.97E+11,39970000000,1540000000,
2017-01-13,1.18E+11,71639700000,9453700000,14414257890,7104640000,1.97E+11,40240000000,1516000000,
2017-01-17,1.17E+11,71621000000,9343820000,14305804740,6967510000,1.97E+11,40890000000,1543000000,
2017-01-18,1.17E+11,72453150000,9292900000,14430942990,7016485000,1.98E+11,40370000000,1504000000,
2017-01-19,1.16E+11,71705150000,9185700000,14372545140,6974040000,1.98E+11,40160000000,1473000000,
2017-01-20,1.17E+11,71247000000,9264760000,14380887690,6990365000,1.98E+11,40510000000,1500000000,
2017-01-23,1.15E+11,71031950000,9217860000,14475992760,6869560000,1.99E+11,40740000000,1504000000,
2017-01-24,1.14E+11,72397050000,9227240000,14754633930,6993630000,2.02E+11,42190000000,1543000000,
2017-01-25,1.16E+11,71892150000,9272800000,14788004130,7107905000,2.03E+11,42620000000,1541000000,
2017-01-26,1.15E+11,71929550000,9271460000,14737948830,6889150000,2.02E+11,41900000000,1508000000,
2017-01-27,1.18E+11,71854750000,9113340000,14941507050,6415725000,2.03E+11,41210000000,1468000000,
2017-01-30,1.16E+11,72256800000,9175992000,14918147910,6321040000,2.03E+11,40610000000,1457000000,
2017-01-31,1.18E+11,71415300000,9259754000,14948181090,6402665000,2.00E+11,40790000000,1469000000,
2017-02-01,1.20E+11,71770600000,9228681000,15061639770,6327570000,2.00E+11,40730000000,1446000000,
2017-02-02,1.20E+11,71536850000,9359728000,14843064960,6324305000,1.99E+11,41000000000,1455000000,
2017-02-03,1.26E+11,72967400000,9394854000,15151739310,6366750000,2.08E+11,41420000000,1483000000,
2017-02-06,1.26E+11,72761700000,9284072000,15063308280,6366750000,2.08E+11,40870000000,1466000000,
2017-02-07,1.26E+11,72668200000,9231383000,15043286160,6157790000,2.08E+11,40290000000,1465000000,
2017-02-08,1.27E+11,72743000000,9412417000,15048291690,6298185000,2.06E+11,40600000000,1479000000,
2017-02-09,1.26E+11,73098300000,9631279000,15088335930,6520205000,2.07E+11,40770000000,1491000000,
2017-02-10,1.27E+11,73378800000,9621822000,15185109510,6464700000,2.08E+11,40910000000,1497000000,
2017-02-13,1.26E+11,73780850000,9515093000,15295231170,6477760000,2.09E+11,41240000000,1500000000,
2017-02-14,1.27E+11,74248350000,9543464000,15150070800,6418990000,2.10E+11,41160000000,1494000000,
2017-02-15,1.30E+11,74426000000,9506987000,15226822260,6500615000,2.12E+11,41060000000,1516000000,
2017-02-16,1.30E+11,74341850000,9524550000,15190115040,6477760000,2.12E+11,41080000000,1531000000,
2017-02-17,1.31E+11,74528850000,9592100000,15213474180,6565915000,2.12E+11,41030000000,1536000000,
2017-02-21,1.31E+11,74771950000,9619120000,15370314120,6562650000,2.13E+11,40810000000,1569000000,
2017-02-22,1.30E+11,74669100000,9594802000,15340280940,6503880000,2.13E+11,40790000000,1618000000,
2017-02-23,1.31E+11,74846750000,9265158000,15210137160,6402665000,2.13E+11,40690000000,1610000000,
2017-02-24,1.32E+11,74575600000,10133851000,15407021340,6389605000,2.14E+11,39970000000,1517000000,
2017-02-27,1.33E+11,74958950000,10268951000,15532159590,6520205000,2.13E+11,39940000000,1488000000,
2017-02-28,1.33E+11,74856100000,10223017000,15143396760,6516940000,2.13E+11,39870000000,1481000000,
2017-03-01,1.34E+11,76595200000,10266249000,15704016120,6693250000,2.15E+11,39660000000,1468000000,
2017-03-02,1.34E+11,74893500000,10348660000,15515474490,6494085000,2.14E+11,39570000000,1467000000,
2017-03-03,1.36E+11,74687800000,10344607000,15602237010,6595300000,2.15E+11,39420000000,1503000000,
2017-03-06,1.35E+11,74332500000,10271653000,15570535320,6337365000,2.15E+11,39790000000,1535000000,
2017-03-07,1.34E+11,74407300000,10229772000,15512137470,6288390000,2.16E+11,40250000000,1539000000,
2017-03-08,1.34E+11,73902400000,10437826000,15555518730,6327570000,2.15E+11,39630000000,1614000000,
2017-03-09,1.35E+11,74145500000,10332448000,15376988160,6227987500,2.16E+11,39580000000,1631000000,
2017-03-10,1.37E+11,74220300000,10401349000,15562192770,6543060000,2.17E+11,39870000000,1706000000,
2017-03-13,1.37E+11,74061350000,10263547000,15602237010,6543060000,2.18E+11,40190000000,1642000000,
2017-03-14,1.36E+11,74510150000,10248686000,15570535320,6407562500,2.17E+11,39270000000,1639000000,
2017-03-15,1.38E+11,74080050000,10300024000,15809132250,6559385000,2.18E+11,39800000000,1681000000,
2017-03-16,1.36E+11,74584950000,10240580000,15717364200,6536530000,2.18E+11,39980000000,1700000000,
2017-03-17,1.27E+11,74098750000,10223017000,15725706750,6582240000,2.18E+11,39790000000,1686000000,
2017-03-20,1.28E+11,73724750000,9994698000,15717364200,6624685000,2.16E+11,39550000000,1689000000,
2017-03-21,1.26E+11,72490550000,9923095000,15368645610,6451640000,2.13E+11,39660000000,1685000000,
2017-03-22,1.26E+11,72621450000,9839333000,15492115350,6464700000,2.14E+11,40030000000,1682000000,
2017-03-23,1.25E+11,72780400000,9843386000,15623927640,6503880000,2.15E+11,40110000000,1682000000,
2017-03-24,1.25E+11,73117000000,9806909000,15612248070,6510410000,2.16E+11,40060000000,1681000000,
2017-03-27,1.24E+11,72556000000,9835280000,15500457900,6624685000,2.15E+11,40440000000,1688000000,
2017-03-28,1.24E+11,73528400000,9881214000,15620590620,6797730000,2.16E+11,40380000000,1686000000,
2017-03-29,1.23E+11,73163750000,10185189000,15603905520,6738960000,2.16E+11,40200000000,1708000000,
2017-03-30,1.24E+11,74061350000,10182487000,15702347610,6768345000,2.15E+11,39840000000,1726000000,
2017-03-31,1.22E+11,71436330000,10106831000,15749998560,6931143000,2.14E+11,40010000000,1717000000,
2017-04-03,1.21E+11,70966770000,10044685000,15636231840,6941232000,2.15E+11,39740000000,1702000000,
2017-04-04,1.22E+11,70668780000,9787995000,15594405840,6897513000,2.14E+11,39970000000,1681000000,
2017-04-05,1.20E+11,70217280000,9619120000,15535849440,6917691000,2.14E+11,40040000000,1668000000,
2017-04-06,1.20E+11,70361760000,9766379000,15701480400,7032033000,2.14E+11,40480000000,1696000000,
2017-04-07,1.21E+11,70226310000,9762326000,15736614240,7095930000,2.14E+11,40710000000,1711000000,
2017-04-10,1.21E+11,69973470000,9802856000,15798516720,7146375000,2.14E+11,41190000000,1753000000,
2017-04-11,1.21E+11,69765780000,9792048000,15910610400,7243902000,2.14E+11,41350000000,1756000000,
2017-04-12,1.21E+11,69242040000,9808260000,15572656320,7129560000,2.13E+11,41450000000,1765000000,
2017-04-13,1.20E+11,68447400000,9739359000,15478966080,6971499000,2.14E+11,41300000000,1757000000,
2017-04-14,1.20E+11,68447400000,9739359000,15478966080,6971499000,2.14E+11,41300000000,1757000000,
2017-04-17,1.20E+11,69233010000,9798803000,15659654400,7035396000,2.16E+11,41490000000,1779000000,
2017-04-18,1.19E+11,68438370000,9806909000,15731595120,6991677000,2.16E+11,41190000000,1786000000,
2017-04-19,1.19E+11,68221650000,9815015000,15746652480,7129560000,2.16E+11,40710000000,1789000000,
2017-04-20,1.20E+11,72258060000,10341905000,15985897200,7193457000,2.19E+11,40900000000,1782000000,
2017-04-21,1.19E+11,71869770000,10245984000,16012665840,7240539000,2.19E+11,40660000000,1778000000,
2017-04-24,1.21E+11,72646350000,10324342000,16200046320,7314525000,2.21E+11,40800000000,1785000000,
2017-04-25,1.22E+11,72808890000,10348660000,16454348400,7556661000,2.22E+11,41020000000,1836000000,
2017-04-26,1.22E+11,72709560000,10391892000,16696939200,7482675000,2.21E+11,40560000000,1827000000,
2017-04-27,1.21E+11,72537990000,10360819000,18112331040,7445682000,2.20E+11,40290000000,1843000000,
2017-04-28,1.21E+11,71562750000,10448634000,18043736400,7341429000,2.19E+11,40260000000,1829000000,
2017-04-30,1.21E+11,71562750000,10255284000,18043736400,7341429000,2.19E+11,40260000000,1829000000,
2017-05-01,1.20E+11,71544690000,10138596000,18055447680,7270806000,2.20E+11,40380000000,1864000000,
2017-05-02,1.21E+11,71824620000,10174398000,18108984960,7418778000,2.23E+11,40820000000,1853000000,
2017-05-03,1.21E+11,71183490000,10187658000,18125715360,7364970000,2.22E+11,40620000000,1764000000,
2017-05-04,1.22E+11,70731990000,10094838000,18277962000,7243902000,2.23E+11,39660000000,1815000000,
2017-05-05,1.21E+11,70722960000,10178376000,18396747840,7233813000,2.22E+11,40830000000,1770000000,
2017-05-08,1.21E+11,70578480000,10147878000,18343210560,7200183000,2.21E+11,41000000000,1734000000,
2017-05-09,1.21E+11,70831320000,10166442000,18383363520,7344792000,2.21E+11,40480000000,1734000000,
2017-05-10,1.19E+11,71020950000,10256610000,18477053760,7274169000,2.22E+11,40760000000,1724000000,
2017-05-11,1.19E+11,70361760000,10052406000,18443592960,7257354000,2.22E+11,40320000000,1733000000,
2017-05-12,1.19E+11,69973470000,9929088000,18376671360,7139649000,2.23E+11,40440000000,1755000000,
2017-05-15,1.19E+11,70731990000,9707646000,18552340560,7149738000,2.24E+11,40660000000,1783000000,
2017-05-16,1.19E+11,70551390000,9519354000,18672799440,7233813000,2.24E+11,40330000000,1809000000,
2017-05-17,1.16E+11,68962110000,9396036000,18380017440,7048848000,2.21E+11,39590000000,1742000000,
2017-05-18,1.17E+11,68971140000,9341670000,18435227760,7065663000,2.21E+11,39620000000,1752000000,
2017-05-19,1.16E+11,69350400000,7786272000,18495457200,7156464000,2.23E+11,40410000000,1812000000,
2017-05-22,1.13E+11,69512940000,7991802000,18527244960,7253991000,2.25E+11,40630000000,1828000000,
2017-05-23,1.14E+11,69711600000,7938762000,18435227760,7425504000,2.26E+11,40950000000,1846000000,
2017-05-24,1.15E+11,69639360000,7906938000,18281308080,7523031000,2.28E+11,41370000000,1876000000,
2017-05-25,1.15E+11,69928320000,7910916000,18331499280,7671003000,2.29E+11,41220000000,1870000000,
2017-05-26,1.15E+11,69946380000,7932132000,18299711520,7718085000,2.28E+11,40950000000,1874000000,
2017-05-30,1.14E+11,69612270000,7910916000,18318114960,7563387000,2.28E+11,40770000000,1833000000,
2017-05-31,1.15E+11,69476820000,7877766000,18381690480,7539846000,2.29E+11,40460000000,1833000000,
2017-06-01,1.16E+11,70686840000,7871136000,18801623520,7617195000,2.30E+11,40690000000,1903000000,
2017-06-02,1.18E+11,70876470000,7696104000,18999042240,7684455000,2.31E+11,40880000000,1913000000,
2017-06-05,1.19E+11,71309910000,7637760000,18920409360,7647462000,2.32E+11,41020000000,1926000000,
2017-06-06,1.18E+11,71201550000,7303608000,18940485840,7607106000,2.30E+11,41470000000,1945000000,
2017-06-07,1.20E+11,72068430000,7331454000,18716298480,7738263000,2.31E+11,40490000000,2028000000,
2017-06-08,1.21E+11,72194850000,7144488000,18821700000,7657551000,2.31E+11,41000000000,1985000000,
2017-06-09,1.22E+11,72519930000,7263828000,18880256400,7657551000,2.28E+11,41350000000,1951000000,
2017-06-12,1.22E+11,72393510000,7274436000,18500476320,7671003000,2.25E+11,41530000000,1966000000,
2017-06-13,1.22E+11,72772770000,7306260000,18597512640,7751715000,2.29E+11,42020000000,2012000000,
2017-06-14,1.22E+11,72998520000,7129902000,18722990640,7855968000,2.29E+11,41230000000,1995000000,
2017-06-15,1.22E+11,72872100000,7005258000,18771508800,7744989000,2.27E+11,41280000000,1991000000,
2017-06-16,1.20E+11,73549350000,6900504000,18903678960,7664277000,2.27E+11,41820000000,1972000000,
2017-06-19,1.22E+11,73937640000,6822270000,19024137840,7707996000,2.28E+11,41970000000,1999000000,
2017-06-20,1.23E+11,74506530000,6673758000,18806642640,7556661000,2.27E+11,41150000000,2005000000,
2017-06-21,1.27E+11,74235630000,6340932000,18508841520,7580202000,2.27E+11,40910000000,1983000000,
